enum_name,enum_id,bedes_content_uuid,bedes_term,bedes_definition,bedes_url,bedes_related_term_uuid,distance,associated_attribute_ids
Attached from Below,62740,63a603db-daac-42a4-a1a8-d13272a2bf21,Attached from below,,https://bedes.lbl.gov/node/63a603db-daac-42a4-a1a8-d13272a2bf21,9e7075e5-68f5-4b5b-b871-d2c3e1329ffe,0.9789473684210526,72192
Attached from Above and Below,62741,e33b78de-0d44-4578-8248-c536a2c68ab4,Attached from above and below,,https://bedes.lbl.gov/node/e33b78de-0d44-4578-8248-c536a2c68ab4,9e7075e5-68f5-4b5b-b871-d2c3e1329ffe,0.9501915708812261,72192
Unknown,62742,086ae16f-060f-42e5-aed7-9111b7d859db,Unknown,Unknown,https://bedes.lbl.gov/node/086ae16f-060f-42e5-aed7-9111b7d859db,1d87e8ff-747e-4a30-8342-e43b96e53bd4,1.0,72192
Stand-alone,62743,9bf68c2e-8ae7-4d68-9788-956562058547,Stand alone,,https://bedes.lbl.gov/node/9bf68c2e-8ae7-4d68-9788-956562058547,9e7075e5-68f5-4b5b-b871-d2c3e1329ffe,0.9636363636363636,72193
Attached on one side,62744,d69ce0c6-1227-4140-8f40-2c67aca2575e,Attached on one side,,https://bedes.lbl.gov/node/d69ce0c6-1227-4140-8f40-2c67aca2575e,160cf3e7-6cd4-42a2-86c2-b239564304f9,1.0,72193
Attached on two sides,62745,f0849679-4b4b-406a-a52a-93b47b84463d,Attached on two sides,,https://bedes.lbl.gov/node/f0849679-4b4b-406a-a52a-93b47b84463d,160cf3e7-6cd4-42a2-86c2-b239564304f9,1.0,72193
Attached on three sides,62746,177b5f40-8843-4fe5-804a-eb86608fbec1,Attached on three sides,,https://bedes.lbl.gov/node/177b5f40-8843-4fe5-804a-eb86608fbec1,160cf3e7-6cd4-42a2-86c2-b239564304f9,1.0,72193
Within a building,62747,,,,,,,72193
Unknown,62748,086ae16f-060f-42e5-aed7-9111b7d859db,Unknown,Unknown,https://bedes.lbl.gov/node/086ae16f-060f-42e5-aed7-9111b7d859db,1d87e8ff-747e-4a30-8342-e43b96e53bd4,1.0,72193
ENERGY STAR,62749,bfdd8935-fd3c-454b-a748-e77f4b5620b4,ENERGY STAR,"The US federal government-backed symbol for energy efficiency, providing simple, credible, and unbiased information for consumers and businesses",https://bedes.lbl.gov/node/bfdd8935-fd3c-454b-a748-e77f4b5620b4,ad6bed68-892c-4078-870e-958b41953f8d,1.0,72196
ENERGY STAR Certified Homes,62750,d6382b42-1f52-4a09-9960-331662134ea6,ENERGY STAR Certified Homes,"EPA ENERGY STAR Certified Homes is a set of optional construction practices and technologies (above minimum code requirements) that builders can follow to upgrade a new homeÕs energy efficiency beyond minimum code requirements. Guidelines are outlined in the ÒNational Performance PathÓ or the ÒNational Prescriptive Path.Ó This whole-house label differs from the ENERGY STAR products label. To achieve the ENERGY STAR Certified Homes label, a homeÕs energy efficiency must be verified by a third-party organization.",https://bedes.lbl.gov/node/d6382b42-1f52-4a09-9960-331662134ea6,ad6bed68-892c-4078-870e-958b41953f8d,1.0,72196
LEED,62751,521222fc-bff6-4b3b-a9e7-4a98116a93ab,LEED,"Leadership in Energy & Environmental Design (LEED) is a green building certification program that recognizes best-in-class building strategies and practices. To receive LEED certification, building projects satisfy prerequisites and earn points to achieve different levels of certification.",https://bedes.lbl.gov/node/521222fc-bff6-4b3b-a9e7-4a98116a93ab,ad6bed68-892c-4078-870e-958b41953f8d,1.0,72196
Home Energy Upgrade Certificate of Energy Efficiency Performance,62752,32a57541-9d1a-443a-8f20-edbd9aa32b35,Home Energy Upgrade Certificate of Energy Efficiency Performance,"Buildings Performance Institute BPI- 2101 Standard Requirements for a Certificate of Completion for Whole-House Energy Efficiency Upgrades specifies a standard way of describing the improvements made to an existing home through a home energy upgrade (HEU) and provides one or more measures of a homeÕs performance. Measures of performance may include a HERS rating, a Home Energy Score, an indication of projected or actual energy consumption, or other systems. Certificates are provided by a local energy efficiency program sponsor.",https://bedes.lbl.gov/node/32a57541-9d1a-443a-8f20-edbd9aa32b35,ad6bed68-892c-4078-870e-958b41953f8d,1.0,72196
Home Energy Upgrade Certificate of Energy Efficiency Improvements,62753,f87994b0-ba4e-4498-b1c7-3ccd6d58527b,Home Energy Upgrade Certificate of Energy Efficiency Improvements,Buildings Performance Institute BPI- 2101 Standard Requirements for a Certificate of Completion for Whole-House Energy Efficiency Upgrades specifies a standard way of describing the improvements made to an existing home through a home energy upgrade (HEU). Certificates are provided by a local energy efficiency program sponsor.,https://bedes.lbl.gov/node/f87994b0-ba4e-4498-b1c7-3ccd6d58527b,ad6bed68-892c-4078-870e-958b41953f8d,1.0,72196
Passive House,62754,0cb9f44f-144f-4288-9078-08c55a821555,Passive House,Local programs verify homes designed for ultra-low energy use. Note: Consult the local building or efficiency community for information on construction and remodeling programs with significant market share or growing scale. See Certification Type for detailed list of programs.,https://bedes.lbl.gov/node/0cb9f44f-144f-4288-9078-08c55a821555,ad6bed68-892c-4078-870e-958b41953f8d,1.0,72196
Living Building Challenge,62755,4987eed8-04c0-410f-bbc7-2f24d93ea419,Living Building Challenge,"The Living Building Challenge(TM) is a building certification program, advocacy tool and philosophy that defines the most advanced measure of sustainability in the built environment possible today.",https://bedes.lbl.gov/node/4987eed8-04c0-410f-bbc7-2f24d93ea419,ad6bed68-892c-4078-870e-958b41953f8d,1.0,72196
Green Globes,62756,8d5cdd01-f75a-49fe-9792-cbab48a3c8ba,Green Globes,"Green Globes is a green building rating and certification tool, developed by ECD Energy and Environment Canada. It is licensed for use by BOMA Canada and the Green Building Initiative in the United States. The certification level is based on the building rating. The certification also includes an on-site visit by a third-party assessor. It has been characterized as an alternative to LEED.",https://bedes.lbl.gov/node/8d5cdd01-f75a-49fe-9792-cbab48a3c8ba,ad6bed68-892c-4078-870e-958b41953f8d,1.0,72196
Challenge Home,62757,06f4e871-ef52-4dc2-a52f-4caa644df2ba,Challenge Home,"DOE Challenge Home program is a voluntary set of building guidelines designed to be at least 40-50% more energy efficient than a typical new home. The program builds upon the building science requirements of the ENERGY STAR Certified Homes Version 3. DOE Challenge Homes are verified by a third-party organization and must receive a HERS Index Rating. Since 2008, the DOE Builders Challenge program has resulted in over 14,000 highly efficient homes.",https://bedes.lbl.gov/node/06f4e871-ef52-4dc2-a52f-4caa644df2ba,ad6bed68-892c-4078-870e-958b41953f8d,1.0,72196
WaterSense,62758,6451a607-2f01-4d0a-a098-e41aa88da9a7,WaterSense,"EPA WaterSense is a set of optional construction practices and technologies (above minimum code requirements) that builders can follow to ensure a home uses less water while still providing the same level of comfort and convenience, which results in the certification and labeling of the home. WaterSense also applies to specific plumbing fixtures and should not be confused with the whole-house label defined here.",https://bedes.lbl.gov/node/6451a607-2f01-4d0a-a098-e41aa88da9a7,ad6bed68-892c-4078-870e-958b41953f8d,1.0,72196
Indoor airPLUS,62759,c9718903-c672-4a0e-99e7-e2e483fef38e,Indoor airPLUS,"EPA Indoor airPLUS is a set of optional construction practices and technologies builders can follow to reduce indoor air pollutants and improve the indoor air quality in a new home beyond minimum code requirements, and results in an airPLUS label. It is only available to homes that first meet ENERGY STAR Certified Homes certification.",https://bedes.lbl.gov/node/c9718903-c672-4a0e-99e7-e2e483fef38e,ad6bed68-892c-4078-870e-958b41953f8d,1.0,72196
NGBS ICC 700,62760,4fec3cac-6572-4b9b-a5f0-3c2b599c9d39,NGBS ICC 700,"National Green Building Standard certification program based on the ICC 700 National Green Building Standard residential rating system, developed by the National Association of Home Builders (NAHB) and the International Code Council (ICC) approved by ANSI as an American National Standard.",https://bedes.lbl.gov/node/4fec3cac-6572-4b9b-a5f0-3c2b599c9d39,ad6bed68-892c-4078-870e-958b41953f8d,1.0,72196
CMP Green Value Score,62761,9a56429a-17c2-4af6-936c-68f62fc6f850,CMP Green Value Score,"The Capital Markets Partnership (CMP) Green Value Score focuses solely on the financially tangible, asset-based attributes that underlie sustainability-related real estate initiatives; more specifically, energy/water efficiency, indoor environmental quality and location-based attributes that have a direct impact on an asset's net cash flow, liability exposure, and the asset's resultant market value. The CMP Green Value Score is defined in CMP's consensus based Green Building Underwriting Standards.",https://bedes.lbl.gov/node/9a56429a-17c2-4af6-936c-68f62fc6f850,ad6bed68-892c-4078-870e-958b41953f8d,1.0,72196
RESNET HERS,62762,d0903b28-d753-4385-ac8a-3e4d22bbde2b,RESNET HERS,"The HERS (Home Energy Rating System) Index is the nationally recognized scoring system for measuring a home's performance. To calculate a home's HERS Index Score, a certified RESNET home energy rater will do a home energy rating and compare the data against a reference home (a design-modeled home of the same size and shape as the actual home), so that the HERS Index Score is always relative to the size, shape, and type of the house. The lower the number the more energy efficient the home.",https://bedes.lbl.gov/node/d0903b28-d753-4385-ac8a-3e4d22bbde2b,ad6bed68-892c-4078-870e-958b41953f8d,1.0,72196
Home Energy Score,62763,52b6cce4-8689-419b-9f95-eab6007421d3,Home Energy Score,"The Home Energy Score, managed by the US DOE, is a national system that allows homes to receive an energy efficiency rating, similar to the MPG rating available for cars. The Home Energy Score uses a 10-point scale to reflect how much energy a home is expected to use under standard operating conditions. Homes that are expected to use the least amount of energy (and are considered the most energy efficient) score a 10, and homes that are expected to use the most amount of energy (and are considered the least energy efficient) score a 1. The Home Energy Score uses a standard calculation method and takes into account the home's structure and envelope (walls, windows, foundation) and its heating, cooling, and hot water systems. Only Qualified Assessors who pass a DOE exam are allowed to provide the Home Energy Score.",https://bedes.lbl.gov/node/52b6cce4-8689-419b-9f95-eab6007421d3,ad6bed68-892c-4078-870e-958b41953f8d,1.0,72196
ASHRAE Building EQ,62764,066f97e2-96e9-4429-8b7a-29cc261f45e6,ASHRAE Building EQ,Building Energy Quotient (bEQ) is a building energy rating program that provides information on a building's energy use.,https://bedes.lbl.gov/node/066f97e2-96e9-4429-8b7a-29cc261f45e6,ad6bed68-892c-4078-870e-958b41953f8d,1.0,72196
Commercial Building Energy Asset Score,62765,c046440d-9489-43a0-a79a-b744d9286867,Commercial Building Energy Asset Score,The Commercial Building Energy Asset Score is a national standard for a voluntary energy rating system evaluating the physical characteristics of a building and its overall energy efficiency. The Asset Scoring Tool will generate an Asset Score and system evaluation for the building envelope and mechanical and electrical systems.,https://bedes.lbl.gov/node/c046440d-9489-43a0-a79a-b744d9286867,ad6bed68-892c-4078-870e-958b41953f8d,1.0,72196
Other,62766,1bf118dd-9a9e-440c-8e8f-b3a92ab62855,Other,Other,https://bedes.lbl.gov/node/1bf118dd-9a9e-440c-8e8f-b3a92ab62855,1d87e8ff-747e-4a30-8342-e43b96e53bd4,1.0,72196
Unknown,62767,086ae16f-060f-42e5-aed7-9111b7d859db,Unknown,Unknown,https://bedes.lbl.gov/node/086ae16f-060f-42e5-aed7-9111b7d859db,1d87e8ff-747e-4a30-8342-e43b96e53bd4,1.0,72196
Bronze,62768,f45ab6c0-b288-493f-8fda-04ac3f6e2820,Bronze,"Level of LEED rated at 50-59 points. NGBS level for Multifamily, Single-Family and Remodeling certifications",https://bedes.lbl.gov/node/f45ab6c0-b288-493f-8fda-04ac3f6e2820,3690b215-2550-4f3a-91f3-8714b0ef242d,1.0,72197
Silver,62769,2e00e976-1204-49ba-a783-e540f4361390,Silver,"Level of LEED rated at 60-79 points. NGBS level for Multifamily, Single-Family and Remodeling certifications",https://bedes.lbl.gov/node/2e00e976-1204-49ba-a783-e540f4361390,3690b215-2550-4f3a-91f3-8714b0ef242d,1.0,72197
Gold,62770,fe0746aa-2d00-4c42-9b98-845bb4b9aaac,Gold,"Level of LEED rated at 40-49 points. NGBS level for Multifamily, Single-Family and Remodeling certifications",https://bedes.lbl.gov/node/fe0746aa-2d00-4c42-9b98-845bb4b9aaac,3690b215-2550-4f3a-91f3-8714b0ef242d,1.0,72197
Emerald,62771,6f358e2a-1e76-49b4-9941-acdd42eb9651,Emerald,"NGBS level for Multifamily, Single-Family and Remodeling certifications",https://bedes.lbl.gov/node/6f358e2a-1e76-49b4-9941-acdd42eb9651,3690b215-2550-4f3a-91f3-8714b0ef242d,1.0,72197
Certified,62772,486b78d5-43b1-4cd9-ac04-01662989ad23,Certified,Level of LEED rated at 40-49 points,https://bedes.lbl.gov/node/486b78d5-43b1-4cd9-ac04-01662989ad23,3690b215-2550-4f3a-91f3-8714b0ef242d,1.0,72197
Platinum,62773,38a108a5-d794-4d26-9efd-0c65a52f0391,Platinum,Level of LEED rated at 80+ points,https://bedes.lbl.gov/node/38a108a5-d794-4d26-9efd-0c65a52f0391,3690b215-2550-4f3a-91f3-8714b0ef242d,1.0,72197
One Star,62774,c6bc29f8-d018-46af-967b-b71b99043981,One Star,Level of NGBS Land Development,https://bedes.lbl.gov/node/c6bc29f8-d018-46af-967b-b71b99043981,3690b215-2550-4f3a-91f3-8714b0ef242d,1.0,72197
Two Star,62775,07097843-450e-4e68-8ba0-59f6a65fe4fe,Two Star,Level of NGBS Land Development,https://bedes.lbl.gov/node/07097843-450e-4e68-8ba0-59f6a65fe4fe,3690b215-2550-4f3a-91f3-8714b0ef242d,1.0,72197
Three Star,62776,927bb3d8-781c-4f56-8c01-0c4c8994f8df,Three Star,Level of NGBS Land Development,https://bedes.lbl.gov/node/927bb3d8-781c-4f56-8c01-0c4c8994f8df,3690b215-2550-4f3a-91f3-8714b0ef242d,1.0,72197
Four Star,62777,cb2f5daa-c2a8-4b83-aef3-10621288f8c5,Four Star,Level of NGBS Land Development,https://bedes.lbl.gov/node/cb2f5daa-c2a8-4b83-aef3-10621288f8c5,3690b215-2550-4f3a-91f3-8714b0ef242d,1.0,72197
Other,62778,1bf118dd-9a9e-440c-8e8f-b3a92ab62855,Other,Other,https://bedes.lbl.gov/node/1bf118dd-9a9e-440c-8e8f-b3a92ab62855,1d87e8ff-747e-4a30-8342-e43b96e53bd4,1.0,72197
Owner,62779,8c0d705e-7e6d-403b-bccd-c58247c50856,Owner,Legal owner of a premises,https://bedes.lbl.gov/node/8c0d705e-7e6d-403b-bccd-c58247c50856,9990e638-f884-446b-9218-c5855a7e7955,1.0,72209
Occupant,62780,14336def-9751-431f-b713-ba0ec63883a2,Occupant,Occupant,https://bedes.lbl.gov/node/14336def-9751-431f-b713-ba0ec63883a2,7d3e348a-253b-44aa-8b01-2967133a0c0c,1.0,72209
Tenant,62781,59ddcbe1-806b-4420-a580-c83e29781578,Tenant,Occupant who occupies land or property rented from a landlord,https://bedes.lbl.gov/node/59ddcbe1-806b-4420-a580-c83e29781578,9990e638-f884-446b-9218-c5855a7e7955,1.0,72209
Landlord,62782,064ce1a1-1c0f-4849-872c-6d898240feb6,Landlord,,https://bedes.lbl.gov/node/064ce1a1-1c0f-4849-872c-6d898240feb6,27de69cf-938d-4935-a2c4-a6f49748fef5,1.0,72209
Other,62783,1bf118dd-9a9e-440c-8e8f-b3a92ab62855,Other,Other,https://bedes.lbl.gov/node/1bf118dd-9a9e-440c-8e8f-b3a92ab62855,1d87e8ff-747e-4a30-8342-e43b96e53bd4,1.0,72209
Unknown,62784,086ae16f-060f-42e5-aed7-9111b7d859db,Unknown,Unknown,https://bedes.lbl.gov/node/086ae16f-060f-42e5-aed7-9111b7d859db,1d87e8ff-747e-4a30-8342-e43b96e53bd4,1.0,72209
Whole building,62785,6510946c-20c9-4831-abe4-a42fa4ccb076,Whole building,Entire premises,https://bedes.lbl.gov/node/6510946c-20c9-4831-abe4-a42fa4ccb076,f004b8d9-f128-4a19-b11d-56be188989f0,1.0,72212
Space function,62786,06b737ad-85e0-47e8-aa60-e8ba58ad1895,Space function,Space function (refer to SPC 211 Standard for Commercial Building Energy Audits),https://bedes.lbl.gov/node/06b737ad-85e0-47e8-aa60-e8ba58ad1895,f004b8d9-f128-4a19-b11d-56be188989f0,1.0,72212
Component,62787,222ab7ad-27f7-47d3-9528-1d8eb0b797d1,Component,"A subspace of a primary premises. Examples of components are: HVAC zones, retail shops in a mall, floors in a multi-story building, etc.",https://bedes.lbl.gov/node/222ab7ad-27f7-47d3-9528-1d8eb0b797d1,fba25f46-1fbd-4379-b4fa-5d34884730b0,1.0,72212
Tenant,62788,59ddcbe1-806b-4420-a580-c83e29781578,Tenant,Occupant who occupies land or property rented from a landlord,https://bedes.lbl.gov/node/59ddcbe1-806b-4420-a580-c83e29781578,9990e638-f884-446b-9218-c5855a7e7955,1.0,72212
Virtual,62789,28acb8de-854d-4d8a-93e8-908061550dba,Virtual,A section with potential overlap with other sections and section types,https://bedes.lbl.gov/node/28acb8de-854d-4d8a-93e8-908061550dba,f004b8d9-f128-4a19-b11d-56be188989f0,1.0,72212
Other,62790,1bf118dd-9a9e-440c-8e8f-b3a92ab62855,Other,Other,https://bedes.lbl.gov/node/1bf118dd-9a9e-440c-8e8f-b3a92ab62855,1d87e8ff-747e-4a30-8342-e43b96e53bd4,1.0,72212
Rectangular,62791,2c50a1e3-a640-4742-a703-727e4d41c910,Rectangular,,https://bedes.lbl.gov/node/2c50a1e3-a640-4742-a703-727e4d41c910,dc8cd762-b447-4c87-8a7b-1ccf451fbf06,1.0,72213
L-Shape,62792,,,,,,,72213
U-Shape,62793,,,,,,,72213
H-Shape,62794,,,,,,,72213
T-Shape,62795,,,,,,,72213
O-Shape,62796,,,,,,,72213
Other,62797,1bf118dd-9a9e-440c-8e8f-b3a92ab62855,Other,Other,https://bedes.lbl.gov/node/1bf118dd-9a9e-440c-8e8f-b3a92ab62855,1d87e8ff-747e-4a30-8342-e43b96e53bd4,1.0,72213
Unknown,62798,086ae16f-060f-42e5-aed7-9111b7d859db,Unknown,Unknown,https://bedes.lbl.gov/node/086ae16f-060f-42e5-aed7-9111b7d859db,1d87e8ff-747e-4a30-8342-e43b96e53bd4,1.0,72213
Perimeter,62799,fc9b2c23-472d-4c5e-b3c1-2a6e90d6b8ac,Perimeter,Zones within a story are defined along exterior walls of similar orientation,https://bedes.lbl.gov/node/fc9b2c23-472d-4c5e-b3c1-2a6e90d6b8ac,31a911ea-321d-46f8-af8b-a937c90790bc,1.0,72215
Perimeter and core,62800,e8860af1-2655-41ce-9b56-5faaaab1c521,Perimeter and core,"Zones within a story are defined along exterior walls of similar orientation, with a central zone",https://bedes.lbl.gov/node/e8860af1-2655-41ce-9b56-5faaaab1c521,31a911ea-321d-46f8-af8b-a937c90790bc,1.0,72215
Single zone,62801,2b836ba4-8a77-4ce0-a092-0510a4d2d47b,Single zone,Stories are not broken into multiple zones,https://bedes.lbl.gov/node/2b836ba4-8a77-4ce0-a092-0510a4d2d47b,31a911ea-321d-46f8-af8b-a937c90790bc,1.0,72215
Other,62802,1bf118dd-9a9e-440c-8e8f-b3a92ab62855,Other,Other,https://bedes.lbl.gov/node/1bf118dd-9a9e-440c-8e8f-b3a92ab62855,1d87e8ff-747e-4a30-8342-e43b96e53bd4,1.0,72215
Unknown,62803,086ae16f-060f-42e5-aed7-9111b7d859db,Unknown,Unknown,https://bedes.lbl.gov/node/086ae16f-060f-42e5-aed7-9111b7d859db,1d87e8ff-747e-4a30-8342-e43b96e53bd4,1.0,72215
A1,62804,,,,,,,72220
A2,62805,,,,,,,72220
A3,62806,,,,,,,72220
B1,62807,,,,,,,72220
B2,62808,,,,,,,72220
B3,62809,,,,,,,72220
C1,62810,,,,,,,72220
C2,62811,,,,,,,72220
C3,62812,,,,,,,72220
D1,62813,,,,,,,72220
D2,62814,,,,,,,72220
D3,62815,,,,,,,72220
AO1,62816,,,,,,,72220
BO1,62817,,,,,,,72220
Excellent,62818,4a82709e-8972-4afc-890a-fc095e3dc7fa,Excellent,Condition is more than sufficient and in almost new condition.,https://bedes.lbl.gov/node/4a82709e-8972-4afc-890a-fc095e3dc7fa,c38f9cc1-b4fe-459f-a194-41188cc02e89,1.0,72248
Good,62819,7107e9a0-b070-4f0d-994f-ccb58283ae30,Good,Condition is properly sufficient and less worn than expected for time lapsed since installation.,https://bedes.lbl.gov/node/7107e9a0-b070-4f0d-994f-ccb58283ae30,c38f9cc1-b4fe-459f-a194-41188cc02e89,1.0,72248
Average,62820,09bf8a87-c359-4e60-912a-2947306bc30d,Average,Average infiltration rate.,https://bedes.lbl.gov/node/09bf8a87-c359-4e60-912a-2947306bc30d,6a5b8647-f8b2-40f6-b379-5a4d4adac2e8,1.0,72248
Poor,62821,3f8a6164-e466-409f-871c-3fc99a8afff6,Poor,Condition is insufficient and/or is worn more than expected for time lapsed since installation.,https://bedes.lbl.gov/node/3f8a6164-e466-409f-871c-3fc99a8afff6,c38f9cc1-b4fe-459f-a194-41188cc02e89,1.0,72248
Other,62822,1bf118dd-9a9e-440c-8e8f-b3a92ab62855,Other,Other,https://bedes.lbl.gov/node/1bf118dd-9a9e-440c-8e8f-b3a92ab62855,1d87e8ff-747e-4a30-8342-e43b96e53bd4,1.0,72248
Unknown,62823,086ae16f-060f-42e5-aed7-9111b7d859db,Unknown,Unknown,https://bedes.lbl.gov/node/086ae16f-060f-42e5-aed7-9111b7d859db,1d87e8ff-747e-4a30-8342-e43b96e53bd4,1.0,72248
During the day,62824,039ba6e4-ad91-4bf4-8d2b-3b3a77551274,During the day,,https://bedes.lbl.gov/node/039ba6e4-ad91-4bf4-8d2b-3b3a77551274,04009076-ba0b-478f-8029-883f833f5f2f,1.0,72291
At night,62825,d71fb6dd-59bd-4046-8210-dd3796018a32,At night,,https://bedes.lbl.gov/node/d71fb6dd-59bd-4046-8210-dd3796018a32,04009076-ba0b-478f-8029-883f833f5f2f,1.0,72291
During sleeping and unoccupied hours,62826,a8ebe561-4827-4f21-b7f7-37b75deaa302,During sleeping and unoccupied hours,,https://bedes.lbl.gov/node/a8ebe561-4827-4f21-b7f7-37b75deaa302,04009076-ba0b-478f-8029-883f833f5f2f,1.0,72291
Never / rarely,62827,,,,,,,72291
Other,62828,1bf118dd-9a9e-440c-8e8f-b3a92ab62855,Other,Other,https://bedes.lbl.gov/node/1bf118dd-9a9e-440c-8e8f-b3a92ab62855,1d87e8ff-747e-4a30-8342-e43b96e53bd4,1.0,72291
Unknown,62829,086ae16f-060f-42e5-aed7-9111b7d859db,Unknown,Unknown,https://bedes.lbl.gov/node/086ae16f-060f-42e5-aed7-9111b7d859db,1d87e8ff-747e-4a30-8342-e43b96e53bd4,1.0,72291
During the day,62830,039ba6e4-ad91-4bf4-8d2b-3b3a77551274,During the day,,https://bedes.lbl.gov/node/039ba6e4-ad91-4bf4-8d2b-3b3a77551274,04009076-ba0b-478f-8029-883f833f5f2f,1.0,72294
At night,62831,d71fb6dd-59bd-4046-8210-dd3796018a32,At night,,https://bedes.lbl.gov/node/d71fb6dd-59bd-4046-8210-dd3796018a32,04009076-ba0b-478f-8029-883f833f5f2f,1.0,72294
During sleeping and unoccupied hours,62832,a8ebe561-4827-4f21-b7f7-37b75deaa302,During sleeping and unoccupied hours,,https://bedes.lbl.gov/node/a8ebe561-4827-4f21-b7f7-37b75deaa302,04009076-ba0b-478f-8029-883f833f5f2f,1.0,72294
Seasonal,62833,e270f06d-d06c-4301-875b-8191db902916,Seasonal,,https://bedes.lbl.gov/node/e270f06d-d06c-4301-875b-8191db902916,04009076-ba0b-478f-8029-883f833f5f2f,1.0,72294
Never-rarely,62834,,,,,,,72294
Other,62835,1bf118dd-9a9e-440c-8e8f-b3a92ab62855,Other,Other,https://bedes.lbl.gov/node/1bf118dd-9a9e-440c-8e8f-b3a92ab62855,1d87e8ff-747e-4a30-8342-e43b96e53bd4,1.0,72294
Unknown,62836,086ae16f-060f-42e5-aed7-9111b7d859db,Unknown,Unknown,https://bedes.lbl.gov/node/086ae16f-060f-42e5-aed7-9111b7d859db,1d87e8ff-747e-4a30-8342-e43b96e53bd4,1.0,72294
Low,62837,31ed53cd-ab6e-4366-b1d4-90ba9853d20a,Low,,https://bedes.lbl.gov/node/31ed53cd-ab6e-4366-b1d4-90ba9853d20a,13d6b9ea-fbbe-485b-82b0-00239fbd55d2,1.0,72299
High,62838,c09d1693-0a70-4e8c-b89c-efd071149f91,High,,https://bedes.lbl.gov/node/c09d1693-0a70-4e8c-b89c-efd071149f91,13d6b9ea-fbbe-485b-82b0-00239fbd55d2,1.0,72299
Unknown,62839,086ae16f-060f-42e5-aed7-9111b7d859db,Unknown,Unknown,https://bedes.lbl.gov/node/086ae16f-060f-42e5-aed7-9111b7d859db,1d87e8ff-747e-4a30-8342-e43b96e53bd4,1.0,72299
Premises,62840,2bd3d6b2-4dd3-4e8a-9a1d-4177487d7059,Premises,"Identifier for a given premises. A premises can be any part of a building or land, such as a store in a mall, or a whole campus.",https://bedes.lbl.gov/node/2bd3d6b2-4dd3-4e8a-9a1d-4177487d7059,224f52fa-2b57-4a3e-8956-2c94bd1996be,1.0,72508 72408 72351 72308
